Unnamed: 0,CELL_LINE_NAME,COSMIC_ID,DRUG_ID,DRUGID_COSMICID,FOLD_DILUTION,MAX_CONC,fd_num_0,fd_num_1,fd_num_2,fd_num_3,fd_num_4,fd_num_5,fd_num_6,fd_num_7,fd_num_8,fd_num_9,norm_cells_0,norm_cells_1,norm_cells_2,norm_cells_3,norm_cells_4,norm_cells_5,norm_cells_6,norm_cells_7,norm_cells_8,norm_cells_9,per_slope_change_0,per_slope_change_1,per_slope_change_2,per_slope_change_3,per_slope_change_4,per_slope_change_5,per_slope_change_6,per_slope_change_7,slope_0,slope_1,slope_2,slope_3,slope_4,slope_5,slope_6,slope_7,slope_8,dif_first,dif_last
570,A427,910851,170,170_910851,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.954139647,0.57184125,0.045466899,0.067273589,0.053052414,0.052271225,0.038462837,0.025746336,0.02092605,7.3361425,0.37686753,-1.0414281,-1.6521472,-0.94506854,16.676102,-0.079074204,-0.6209425,-0.41274315,-3.4406857,-4.7373686,0.1962602,-0.12799053,-0.007030707,-0.1242755,-0.11444851,-0.04338257,0.04586035300000002,0.004820286
602,A427,910851,152,152_910851,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.952771033,0.985562321,0.952548468,0.975680646,0.928642931,0.903160328,0.736462291,0.44165769,0.40384969,-1.6943048,-2.0067873,-1.7006813,-3.0334294,-0.45825177,5.5416427,0.76849484,-0.8717523,-0.42506093,0.29512185,-0.2971249,0.20818986,-0.4233394,-0.22934337,-1.5002824,-2.6532416,-0.34027204,0.04722896700000001,0.03780800000000001
674,KMS-12-BM,907281,11,11_907281,2,0.1024,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.941045867,0.950756118,0.927113198,0.806776933,0.473165477,0.170811672,0.042065869,0.044809786,0.04129982,-1.1647086,-3.4348447,4.0897293,1.7723267,-0.09369457,-0.57418823,-1.0213127,-2.2791815,-0.5305871,0.08739227,-0.2127866,-1.0830262,-3.0025024,-2.7211843,-1.1587123,0.024695234,-0.031589687,0.058954132999999964,0.0035099659999999963
709,SR,905965,292,292_905965,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.988508796,0.99865069,0.879695871,0.977455345,0.641695739,0.203784413,0.005400573,0.016469474,0.017498009,-1.882577,-12.729099,-1.8218203,-4.4345484,0.30424106,-0.54697716,-1.0557954,-0.9070789,-0.103420615,0.091276646,-1.0705929,0.8798349,-3.0218356,-3.9412022,-1.7854546,0.099620126,0.009256807,0.011491204000000033,0.001028534999999997
722,SR,905965,330,330_905965,2,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.941783246,0.95470616,0.918786859,0.888694457,0.824029121,0.309335157,0.114041339,0.08197353,0.100824873,-1.2219788,-3.7795072,-0.16222012,1.14889,6.9593534,-0.62056327,-0.83579713,-1.5878587,-0.52395076,0.11630595,-0.3232732,-0.2708318,-0.58198774,-4.632246,-1.7576444,-0.28861028,0.16966207,0.05821675400000004,0.018851342999999993
738,KMS-12-BM,907281,163,163_907281,2,2.56,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.968138206,0.930584168,0.918439907,0.691007983,0.368530997,0.18927033,0.134822714,0.113163802,0.117981195,0.17865431,-0.6766188,17.727516,0.41790497,-0.4441132,-0.69626564,-0.60220647,-1.2224209,-0.28675604,-0.33798623,-0.1092984,-2.0468876,-2.9022923,-1.613346,-0.49002862,-0.19493023,0.04335657,0.031861794,0.004817393000000003
742,SR,905965,309,309_905965,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.962975306,0.662206681,0.233405083,0.090969062,0.039686746,0.039512669,0.027254058,0.02391126,0.021229452,7.1234636,0.425686,-0.6678276,-0.63996255,-0.99660546,69.41977,-0.7273102,-0.19773537,-0.3332221,-2.7069175,-3.8592143,-1.2819244,-0.46154076,-0.001566712,-0.1103275,-0.030085184,-0.024136279,0.03702469399999997,0.002681808000000001
755,IOSE-523(-),1479993,303,303_1479993,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.941366448,0.892080031,0.846898959,0.744693682,0.740317617,0.552400407,0.554199494,0.388997043,0.334834243,-0.1594162,-0.0832966,1.2621281,-0.9571837,41.942177,-1.0095739,-92.824715,-0.67214286,-0.5277021,-0.44357783,-0.4066293,-0.91984755,-0.039384477,-1.6912552,0.016191961,-1.4868222,-0.48746523,0.05863355199999998,0.05416280000000001
763,IOSE-523(-),1479993,346,346_1479993,2,2.5,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.989758463,0.960674936,0.827088441,0.41450467,0.120576686,0.076864012,0.052189105,0.038935831,0.039490977,1.839772,3.5931983,2.0885136,-0.2875921,-0.8512809,-0.43552053,-0.46288466,-1.0418873,-0.09217358,-0.26175195,-1.2022786,-3.713254,-2.6453514,-0.3934141,-0.22207418,-0.11927945,0.004996285,0.010241536999999967,0.0005551459999999994
813,TOV-21G,1240222,136,136_1240222,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.993547828,0.99885429,0.954966164,0.952825422,0.688675219,0.365941622,0.098777981,0.030776497,0.028877358,-1.822428,-9.270749,-0.9512223,122.390785,0.22178102,-0.1721853,-0.7454688,-0.9720721,-0.05806929,0.047757804,-0.3949928,-0.019266846,-2.3773513,-2.9046028,-2.4044728,-0.61201334,-0.017092245,0.006452172000000034,0.001899139000000001
955,CMK,910566,300,300_910566,2,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.982148724,0.808203987,0.701385658,0.511180679,0.289038313,0.128075207,0.096152345,0.062615079,0.033618064,8.744096,-0.38590652,0.78064036,0.16791022,-0.27540565,-0.80167586,0.05057168,-0.13537902,-0.16066164,-1.5655024,-0.9613648,-1.7118449,-1.9992812,-1.4486679,-0.28730583,-0.30183536,-0.2609732,0.017851276000000027,0.028997015
1126,BB65-RCC,753533,272,272_753533,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.965504459,0.967998455,0.873073495,0.85040529,0.695137141,0.377759225,0.230112992,0.102441777,0.067706909,-1.0722985,-39.061657,-0.76119816,5.8495865,1.044064,-0.5347936,-0.13528979,-0.72793496,-0.3104598,0.022445798,-0.8543243,-0.2040142,-1.3974129,-2.8564014,-1.3288162,-1.1490409,-0.3126139,0.03449554099999996,0.034734868
1176,WM902B,1240227,170,170_1240227,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.940147681,0.919480844,0.7625589,0.859462003,0.348651468,0.029476551,0.043576521,0.029980332,0.023472502,-0.6547027,6.5929356,-1.6175244,-6.27135,-0.37515974,-1.0441763,-1.9642708,-0.521349,-0.5386707,-0.18600154,-1.4122977,0.87212837,-4.597294,-2.8725743,0.12689972,-0.1223657,-0.058570463,0.05985231899999999,0.006507829999999999
1266,HCE-4,753559,133,133_753559,2,1.024,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.95038376,0.853556885,0.49176412,0.308763491,0.138175755,0.182449593,0.103637753,0.066158921,0.013712179,0.95151734,2.7364893,-0.49418378,-0.06782991,-1.2595371,-2.7800996,-0.52445173,0.3993696,-0.44654596,-0.8714422,-3.2561345,-1.6470057,-1.5352894,0.39846456,-0.7093066,-0.33730954,-0.47202072,0.04961623999999998,0.052446742
1318,SAT,1299050,274,274_1299050,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.945840615,0.923732542,0.808560466,0.62757911,0.453220564,0.221272547,0.124226345,0.099219505,0.079995093,-0.59179616,4.2094994,0.5714009,-0.03659451,0.330294,-0.58160377,-0.7423203,-0.23123378,-0.48743463,-0.1989727,-1.0365481,-1.6288327,-1.5692264,-2.0875325,-0.8734158,-0.22506155,-0.17301972,0.05415938499999995,0.019224411999999996
1403,HuH-7,907071,273,273_907071,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.951705149,0.976378397,0.818608156,0.750739072,0.820220725,0.12489657,0.064214387,0.062393807,0.035877079,-1.5108874,-7.3943896,-0.56982327,-2.0237594,-11.007314,-0.9127282,-0.9699981,13.564995,-0.43465358,0.22205901,-1.4199319,-0.61082166,0.6253344,-6.2579174,-0.5461397,-0.016385214,-0.23865056,0.04829485099999997,0.026516728000000003
1475,BC-3,910918,219,219_910918,2,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.968081383,0.960476633,0.623720368,0.271962181,0.037876918,0.035240274,0.036742804,0.036601211,0.033992061,-0.7617468,43.282543,0.044548273,-0.33452797,-0.9887364,-1.5698639,-1.0942351,17.42741,-0.2872678,-0.068442464,-3.0308063,-3.1658235,-2.106767,-0.023729807,0.01352276,-0.001274318,-0.023482373,0.03191861699999998,0.0026091500000000045
1495,NCI-H82,688031,11,11_688031,2,0.1024,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.984831026,0.99088308,0.9469382,0.880450978,0.678345141,0.593032639,0.520564889,0.494363164,0.466980101,-1.3989737,-8.261188,0.51297104,2.039767,-0.57788193,-0.1505611,-0.6384356,0.045084953,-0.13652068,0.054468155,-0.3955035,-0.59838533,-1.818952,-0.76781243,-0.65220976,-0.23581581,-0.24644755,0.015168973999999946,0.02738306300000004
1499,BC-3,910918,41,41_910918,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.972848083,0.970581237,0.973138672,0.985247803,0.991984184,0.848278508,0.548888855,0.37667527,0.368235611,-0.9165134,-2.128211,3.7348228,-0.4436915,-22.332722,1.0833533,-0.42478448,-0.95099306,-0.24436748,-0.020401418,0.023017107,0.108981915,0.06062757,-1.293351,-2.6945071,-1.5499223,-0.07595695,0.02715191699999997,0.008439658999999988
1506,BC-3,910918,170,170_910918,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.972048279,0.991807428,0.908474157,0.770655442,0.119857591,0.011514381,0.006887485,0.007074023,0.006320309,-1.7069018,-5.217458,0.65382624,3.7221289,-0.83352244,-0.9572941,-1.0403161,-5.040533,-0.25156546,0.17783207,-0.7499992,-1.2403684,-5.857179,-0.97508895,-0.041642066,0.001678845,-0.006783429,0.027951720999999985,0.000753714
1521,BC-3,910918,204,204_910918,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.961923922,0.881580778,0.809768705,0.749860257,0.718010551,0.54466666,0.395645306,0.364938506,0.377238075,1.1100669,-0.106182575,-0.16576165,-0.4683594,4.442554,-0.14031398,-0.7939434,-1.4005483,-0.34268492,-0.72308815,-0.6463088,-0.53917557,-0.28664762,-1.5600952,-1.341192,-0.27636144,0.110696115,0.03807607800000001,0.01229956900000001
1572,EW-7,949160,200,200_949160,2,1.024,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.966161239,0.908310273,0.664090374,0.433226268,0.275416396,0.087555442,0.034902417,0.026066574,0.023620097,0.7096069,3.2215357,-0.05468732,-0.31643862,0.19042635,-0.71972346,-0.83218735,-0.723119,-0.30454874,-0.5206586,-2.197979,-2.0777774,-1.4202884,-1.6907488,-0.47387722,-0.07952259,-0.02201829,0.03383876100000005,0.002446476999999999
1628,SUP-B15,1247871,157,157_1247871,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.957642132,0.893437785,0.9663854,0.857441009,0.872531938,0.248754961,0.037903272,0.025496954,0.017540615,0.5157596,-2.136179,-2.4934611,-1.1385196,-42.33454,-0.66197586,-0.9411609,-0.3586865,-0.38122076,-0.577839,0.65652853,-0.9804998,0.13581845,-5.613993,-1.8976654,-0.11165687,-0.07160705,0.042357867999999965,0.007956339
1652,SUP-B15,1247871,178,178_1247871,2,8.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.953159481,0.985889962,0.89923272,0.920242089,0.81769442,0.556646448,0.239501139,0.179958012,0.150824055,-1.6987647,-3.6475968,-1.2424418,-5.881052,1.5456266,0.2148931,-0.8122529,-0.51070815,-0.42156494,0.29457468,-0.779915,0.18908395,-0.92292863,-2.3494318,-2.8543084,-0.5358881,-0.26220566,0.04684051899999997,0.029133956999999988
1664,SUP-B15,1247871,276,276_1247871,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.993723394,0.796999209,0.577257712,0.152433828,0.016785809,0.008356188,0.006225168,0.006098459,0.00931457,30.342438,0.11700308,0.9332893,-0.68069595,-0.9378566,-0.7471985,-0.9405408,-26.38191,-0.056489468,-1.7705176,-1.9776735,-3.823415,-1.2208319,-0.075866595,-0.019179188,-0.001140379,0.028944997,0.006276606000000018,0.003216111
1773,HCT-15,905937,182,182_905937,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.941805091,0.311555079,0.148909338,0.305222817,0.164445054,0.202058781,0.046364228,0.020800568,-0.005308283,9.82998,-0.74193454,-1.9610672,-1.9006116,-1.2671852,-5.139302,-0.8358089,0.02132678,-0.5237544,-5.67225,-1.4638115,1.4068213,-1.2669995,0.3385235,-1.401251,-0.23007296,-0.23497967,0.05819490900000002,0.026108851
1774,HCT-15,905937,179,179_905937,2,32.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.944097466,0.900924338,0.900504177,0.753265318,0.65518165,0.422409751,0.393204219,0.268435988,0.280119186,-0.22770709,-0.9902682,349.44098,-0.3338467,1.373198,-0.8745315,3.2720747,-1.0936391,-0.50312287,-0.3885582,-0.003781378,-1.3251498,-0.8827529,-2.0949473,-0.2628498,-1.1229141,0.10514877,0.055902534000000004,0.011683198000000006
1794,HCT-15,905937,328,328_905937,2,2.56,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.950941726,0.921300867,0.816236294,0.724632824,0.517160657,0.460566125,0.233537283,0.242113624,0.272991721,-0.39580297,2.5445864,-0.12812161,1.2648921,-0.7272186,3.011499,-1.0377764,2.6003845,-0.44152433,-0.26676768,-0.9455811,-0.8244317,-1.8672489,-0.5093507,-2.0432599,0.07718701,0.2779029,0.04905827399999996,0.03087809700000002
1895,HSC-2,753562,133,133_753562,2,1.024,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.978349134,0.837406908,0.700861614,0.388161331,0.225868491,0.146446034,0.125339925,0.012847225,0.007207049,5.509777,-0.031196654,1.2900851,-0.48099577,-0.5106224,-0.73425514,4.3298645,-0.9498618,-0.19485766,-1.26848,-1.2289076,-2.814303,-1.4606352,-0.71480215,-0.189955,-1.0124344,-0.050761588,0.02165086599999999,0.005640176
1962,OV-90,1240197,172,172_1240197,2,32.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.982265965,0.931383479,0.961579072,0.932877522,0.030867833,0.816045502,0.366347493,0.168149799,0.137303049,1.8691955,-1.5934381,-1.9505211,30.42721,-1.8704761,-1.5727341,-0.5592649,-0.84436375,-0.15960646,-0.45794213,0.2717603,-0.25831392,-8.118086,7.0666,-4.0472827,-1.7837794,-0.27762073,0.017734035000000037,0.03084674999999998
2044,NB1,949179,180,180_949179,2,0.512,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.987183017,0.869461901,0.64256886,0.502192027,0.403048551,0.367558326,0.352403697,0.293307316,0.331255821,8.18479,0.927377,-0.38130808,-0.29373372,-0.64203167,-0.5729913,2.8995605,-1.6421461,-0.11535269,-1.0594902,-2.042037,-1.2633919,-0.89229107,-0.31941196,-0.13639168,-0.5318676,0.3415367,0.012816983000000004,0.03794850500000002
2174,ECC10,906848,200,200_906848,2,1.024,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.992709821,0.887650126,0.731776723,0.228389048,0.057638492,0.022461367,0.01694362,0.031829672,0.02022757,13.411115,0.48366523,2.229465,-0.66079724,-0.79398525,-0.8431439,-3.6978498,-1.7793941,-0.06561166,-0.94553715,-1.4028606,-4.5304894,-1.5367547,-0.31659415,-0.04965973,0.1339745,-0.10441894,0.007290178999999952,0.011602102000000003
2197,ECC10,906848,163,163_906848,2,2.56,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.980477003,0.921139725,0.863732637,0.792432269,0.692476466,0.485421411,0.332735292,0.228560481,0.168675053,2.0393476,-0.032529056,0.24201405,0.4018966,1.0714664,-0.26258188,-0.31771916,-0.4251449,-0.17570722,-0.5340353,-0.5166637,-0.64170355,-0.899602,-1.8634953,-1.3741752,-0.93757343,-0.53896886,0.019522997000000042,0.05988542800000002
2245,SNU-398,1240217,219,219_1240217,2,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.950283622,0.989738137,0.976134943,0.911188467,0.52078611,0.227813617,0.062622083,0.017574187,0.016595197,-1.7935925,-1.344782,3.7743497,5.0111384,-0.2495625,-0.4361534,-0.727299,-0.9782678,-0.44744718,0.35509068,-0.12242889,-0.5845183,-3.5136206,-2.6367526,-1.4867239,-0.4054311,-0.008810907,0.04971637799999995,0.0009789900000000025
2246,SNU-398,1240217,245,245_1240217,2,40.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.954433344,0.976413471,0.9441923,0.923207054,0.869317053,0.793903072,0.256933112,0.032165066,0.003482519,-1.4823737,-2.4659214,-0.34871292,1.5679936,0.3994069,6.120294,-0.581414,-0.87239045,-0.4101001,0.1978215,-0.28999075,-0.18886723,-0.48500982,-0.6787261,-4.8327293,-2.0229127,-0.25814295,0.04556665599999998,0.028682547
2287,SNU-398,1240217,163,163_1240217,2,2.56,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.997227362,0.944330059,0.922008771,0.70956955,0.418249111,0.208456656,0.211099966,0.214686575,0.234430203,18.078402,-0.5780263,8.517338,0.3713119,-0.27985656,-1.0125997,0.35685778,4.5048256,-0.024953663,-0.476076,-0.20089154,-1.9119527,-2.6218836,-1.8881322,0.023789855,0.03227945,0.17769274,0.0027726380000000495,0.019743628000000013
2311,BICR10,1290724,268,268_1290724,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.985044418,0.309011159,0.178105079,0.128572767,0.086662982,0.07318954,0.066453562,0.055990223,0.031578241,44.202744,-0.8063615,-0.62161934,-0.15389061,-0.67851305,-0.500055,0.55335045,1.3330967,-0.13460022,-6.084299,-1.1781546,-0.44579095,-0.3771879,-0.121261,-0.06062383,-0.09417005,-0.21970783,0.014955582000000023,0.024411982
